time_of_day,department,wait_time,patients_waiting,doctors_available,satisfaction_score
2025-01-06 13:00:00,Psychogeriatric Clinic,55.8,21,0,0.6
2025-01-06 14:00:00,Memory Clinic,58.4,21,1,0.0
2025-01-06 14:00:00,Mood Disorders,62.0,19,0,2.1
2025-01-06 14:00:00,Psychogeriatric Clinic,61.6,20,0,1.8
2025-01-06 15:00:00,Memory Clinic,53.1,15,0,2.0
2025-01-06 15:00:00,Mood Disorders,55.1,16,2,1.5
2025-01-06 15:00:00,Psychogeriatric Clinic,51.0,18,1,0.5
2025-01-06 16:00:00,Memory Clinic,48.6,15,2,0.0
2025-01-06 16:00:00,Mood Disorders,51.3,18,0,0.4
2025-01-06 16:00:00,Psychogeriatric Clinic,40.5,15,1,1.2
2025-01-06 17:00:00,Memory Clinic,40.9,11,2,0.4
2025-01-06 17:00:00,Mood Disorders,32.6,9,3,2.5
2025-01-06 17:00:00,Psychogeriatric Clinic,30.0,15,2,1.6
2025-01-06 18:00:00,Memory Clinic,32.7,8,3,2.9
2025-01-06 18:00:00,Mood Disorders,31.9,7,1,3.1
2025-01-06 18:00:00,Psychogeriatric Clinic,25.8,8,4,4.6
2025-01-06 19:00:00,Memory Clinic,21.5,5,2,4.8
2025-01-06 19:00:00,Mood Disorders,21.6,7,3,3.2
2025-01-06 19:00:00,Psychogeriatric Clinic,26.1,8,2,2.3
2025-01-06 20:00:00,Memory Clinic,20.6,4,4,4.0
2025-01-06 20:00:00,Mood Disorders,17.1,7,5,2.4
2025-01-06 20:00:00,Psychogeriatric Clinic,8.3,5,4,2.6
2025-01-06 21:00:00,Memory Clinic,3.4,4,2,5.0
2025-01-06 21:00:00,Mood Disorders,6.2,1,2,4.2
2025-01-06 21:00:00,Psychogeriatric Clinic,6.1,4,5,4.8
2025-01-06 22:00:00,Memory Clinic,0.0,0,5,5.0
2025-01-06 22:00:00,Mood Disorders,2.1,0,5,4.2
2025-01-06 22:00:00,Psychogeriatric Clinic,0.0,2,4,5.0
2025-01-06 23:00:00,Memory Clinic,3.1,0,5,5.0
2025-01-06 23:00:00,Mood Disorders,5.4,1,5,5.0
2025-01-06 23:00:00,Psychogeriatric Clinic,1.5,0,5,2.8
2025-01-07 00:00:00,Memory Clinic,5.2,0,4,3.1
2025-01-07 00:00:00,Mood Disorders,0.0,4,4,5.0
2025-01-07 00:00:00,Psychogeriatric Clinic,7.2,0,5,4.8
2025-01-07 01:00:00,Memory Clinic,9.2,1,4,3.3
2025-01-07 01:00:00,Mood Disorders,0.0,0,5,3.4
2025-01-07 01:00:00,Psychogeriatric Clinic,16.4,0,5,4.9
2025-01-07 02:00:00,Memory Clinic,7.8,0,5,5.0
2025-01-07 02:00:00,Mood Disorders,0.0,3,5,4.5
2025-01-07 02:00:00,Psychogeriatric Clinic,3.0,5,5,5.0
2025-01-07 03:00:00,Memory Clinic,8.3,1,5,4.7
2025-01-07 03:00:00,Mood Disorders,10.1,2,5,3.2
2025-01-07 03:00:00,Psychogeriatric Clinic,11.5,1,4,4.2
2025-01-07 04:00:00,Memory Clinic,14.4,4,5,3.8
2025-01-07 04:00:00,Mood Disorders,19.9,5,4,4.0
2025-01-07 04:00:00,Psychogeriatric Clinic,15.2,4,3,2.9
2025-01-07 05:00:00,Memory Clinic,18.4,7,3,1.3
2025-01-07 05:00:00,Mood Disorders,29.9,10,4,2.4
2025-01-07 05:00:00,Psychogeriatric Clinic,16.2,7,3,3.1
2025-01-07 06:00:00,Memory Clinic,35.9,11,2,1.6
2025-01-07 06:00:00,Mood Disorders,21.8,11,1,2.2
2025-01-07 06:00:00,Psychogeriatric Clinic,35.6,10,3,2.5
2025-01-07 07:00:00,Memory Clinic,33.5,13,3,1.2
2025-01-07 07:00:00,Mood Disorders,34.1,15,1,0.4
2025-01-07 07:00:00,Psychogeriatric Clinic,31.2,12,2,4.3
2025-01-07 08:00:00,Memory Clinic,40.7,16,1,3.4
2025-01-07 08:00:00,Mood Disorders,47.1,15,1,1.2
2025-01-07 08:00:00,Psychogeriatric Clinic,35.1,17,1,1.4
2025-01-07 09:00:00,Memory Clinic,46.1,13,2,0.0
2025-01-07 09:00:00,Mood Disorders,61.1,14,0,0.0
2025-01-07 09:00:00,Psychogeriatric Clinic,45.7,19,2,0.5
2025-01-07 10:00:00,Memory Clinic,63.8,18,0,1.4
2025-01-07 10:00:00,Mood Disorders,57.4,16,0,0.0
2025-01-07 10:00:00,Psychogeriatric Clinic,56.9,19,0,2.3
2025-01-07 11:00:00,Memory Clinic,65.4,18,2,0.0
2025-01-07 11:00:00,Mood Disorders,58.4,20,0,0.0
2025-01-07 11:00:00,Psychogeriatric Clinic,65.1,23,0,0.0
2025-01-07 12:00:00,Memory Clinic,63.6,21,1,0.0
2025-01-07 12:00:00,Mood Disorders,56.4,20,1,0.3
2025-01-07 12:00:00,Psychogeriatric Clinic,58.8,23,0,0.0
2025-01-07 13:00:00,Memory Clinic,59.1,22,0,0.2
2025-01-07 13:00:00,Mood Disorders,58.0,17,0,2.7
2025-01-07 13:00:00,Psychogeriatric Clinic,55.1,18,1,0.0
2025-01-07 14:00:00,Memory Clinic,55.1,24,0,1.5
2025-01-07 14:00:00,Mood Disorders,54.0,15,0,1.1
2025-01-07 14:00:00,Psychogeriatric Clinic,61.1,22,0,0.4
2025-01-07 15:00:00,Memory Clinic,53.8,19,1,0.1
2025-01-07 15:00:00,Mood Disorders,55.4,16,1,0.8
2025-01-07 15:00:00,Psychogeriatric Clinic,45.9,14,1,0.0
2025-01-07 16:00:00,Memory Clinic,44.4,14,1,1.9
2025-01-07 16:00:00,Mood Disorders,49.8,17,0,0.7
2025-01-07 16:00:00,Psychogeriatric Clinic,44.6,18,0,0.3
2025-01-07 17:00:00,Memory Clinic,38.2,14,2,2.5
2025-01-07 17:00:00,Mood Disorders,36.9,16,3,2.5
2025-01-07 17:00:00,Psychogeriatric Clinic,38.0,15,3,2.1
2025-01-07 18:00:00,Memory Clinic,26.7,13,1,2.1
2025-01-07 18:00:00,Mood Disorders,31.1,11,4,1.5
2025-01-07 18:00:00,Psychogeriatric Clinic,31.9,10,2,2.5
2025-01-07 19:00:00,Memory Clinic,21.2,6,3,4.4
2025-01-07 19:00:00,Mood Disorders,18.0,3,2,5.0
2025-01-07 19:00:00,Psychogeriatric Clinic,24.6,9,4,3.7
2025-01-07 20:00:00,Memory Clinic,8.9,6,4,4.5
2025-01-07 20:00:00,Mood Disorders,17.4,5,4,4.0
2025-01-07 20:00:00,Psychogeriatric Clinic,11.5,5,4,3.5
2025-01-07 21:00:00,Memory Clinic,5.5,4,5,3.3
2025-01-07 21:00:00,Mood Disorders,1.4,4,3,4.6
2025-01-07 21:00:00,Psychogeriatric Clinic,9.3,3,4,3.5
2025-01-07 22:00:00,Memory Clinic,11.6,0,5,4.7
2025-01-07 22:00:00,Mood Disorders,9.3,0,5,3.3
2025-01-07 22:00:00,Psychogeriatric Clinic,3.0,0,5,3.5
2025-01-07 23:00:00,Memory Clinic,2.3,2,5,4.8
2025-01-07 23:00:00,Mood Disorders,5.9,0,5,5.0
2025-01-07 23:00:00,Psychogeriatric Clinic,9.4,1,5,5.0
2025-01-08 00:00:00,Memory Clinic,0.0,3,5,5.0
2025-01-08 00:00:00,Mood Disorders,0.0,0,3,5.0
2025-01-08 00:00:00,Psychogeriatric Clinic,4.7,2,5,5.0
2025-01-08 01:00:00,Memory Clinic,2.7,0,4,3.9
2025-01-08 01:00:00,Mood Disorders,12.3,0,5,5.0
2025-01-08 01:00:00,Psychogeriatric Clinic,1.4,2,4,4.7
2025-01-08 02:00:00,Memory Clinic,0.0,0,5,4.9
2025-01-08 02:00:00,Mood Disorders,0.0,0,5,5.0
2025-01-08 02:00:00,Psychogeriatric Clinic,0.4,6,5,5.0
2025-01-08 03:00:00,Memory Clinic,7.9,4,3,3.2
2025-01-08 03:00:00,Mood Disorders,11.0,4,4,3.1
2025-01-08 03:00:00,Psychogeriatric Clinic,7.3,1,2,4.9
2025-01-08 04:00:00,Memory Clinic,13.9,7,4,4.8
2025-01-08 04:00:00,Mood Disorders,15.4,0,3,2.6
2025-01-08 04:00:00,Psychogeriatric Clinic,10.7,3,5,3.0
2025-01-08 05:00:00,Memory Clinic,24.2,7,3,3.3
2025-01-08 05:00:00,Mood Disorders,22.3,7,3,3.2
2025-01-08 05:00:00,Psychogeriatric Clinic,20.5,8,3,3.7
2025-01-08 06:00:00,Memory Clinic,35.4,10,3,2.9
2025-01-08 06:00:00,Mood Disorders,24.2,8,2,2.7
2025-01-08 06:00:00,Psychogeriatric Clinic,36.8,8,3,3.0
2025-01-08 07:00:00,Memory Clinic,34.2,15,1,0.8
2025-01-08 07:00:00,Mood Disorders,38.5,12,3,2.2
2025-01-08 07:00:00,Psychogeriatric Clinic,34.0,16,2,0.4
2025-01-08 08:00:00,Memory Clinic,43.5,16,3,1.1
2025-01-08 08:00:00,Mood Disorders,48.4,15,0,1.2
2025-01-08 08:00:00,Psychogeriatric Clinic,41.7,18,3,0.5
2025-01-08 09:00:00,Memory Clinic,55.6,15,1,0.4
2025-01-08 09:00:00,Mood Disorders,60.8,14,1,0.0
2025-01-08 09:00:00,Psychogeriatric Clinic,39.3,15,0,0.4
2025-01-08 10:00:00,Memory Clinic,57.6,24,0,1.4
2025-01-08 10:00:00,Mood Disorders,58.5,20,0,0.0
2025-01-08 10:00:00,Psychogeriatric Clinic,56.6,21,2,0.6
2025-01-08 11:00:00,Memory Clinic,54.6,21,0,0.0
2025-01-08 11:00:00,Mood Disorders,57.9,21,0,1.1
2025-01-08 11:00:00,Psychogeriatric Clinic,60.5,19,0,0.4
2025-01-08 12:00:00,Memory Clinic,56.1,18,0,0.8
2025-01-08 12:00:00,Mood Disorders,57.8,21,0,0.0
2025-01-08 12:00:00,Psychogeriatric Clinic,63.4,17,0,0.0
2025-01-08 13:00:00,Memory Clinic,52.4,22,0,0.0
2025-01-08 13:00:00,Mood Disorders,52.1,18,1,0.0
2025-01-08 13:00:00,Psychogeriatric Clinic,59.5,20,0,1.2
2025-01-08 14:00:00,Memory Clinic,49.7,19,0,1.4
2025-01-08 14:00:00,Mood Disorders,53.8,21,0,0.3
2025-01-08 14:00:00,Psychogeriatric Clinic,51.9,21,0,0.4
2025-01-08 15:00:00,Memory Clinic,50.3,12,1,0.5
2025-01-08 15:00:00,Mood Disorders,47.4,16,1,1.7
2025-01-08 15:00:00,Psychogeriatric Clinic,55.1,17,1,1.2
2025-01-08 16:00:00,Memory Clinic,49.8,13,0,0.0
2025-01-08 16:00:00,Mood Disorders,33.5,17,0,3.3
2025-01-08 16:00:00,Psychogeriatric Clinic,48.0,18,2,0.5
2025-01-08 17:00:00,Memory Clinic,39.5,10,1,2.0
2025-01-08 17:00:00,Mood Disorders,42.2,13,3,1.1
2025-01-08 17:00:00,Psychogeriatric Clinic,46.2,13,3,1.0
2025-01-08 18:00:00,Memory Clinic,26.8,10,2,2.1
2025-01-08 18:00:00,Mood Disorders,28.0,8,2,4.6
2025-01-08 18:00:00,Psychogeriatric Clinic,26.9,12,2,2.5
2025-01-08 19:00:00,Memory Clinic,17.3,8,4,4.0
2025-01-08 19:00:00,Mood Disorders,24.6,6,3,2.6
2025-01-08 19:00:00,Psychogeriatric Clinic,27.8,6,3,3.7
2025-01-08 20:00:00,Memory Clinic,14.1,4,4,2.5
2025-01-08 20:00:00,Mood Disorders,13.9,3,5,2.4
2025-01-08 20:00:00,Psychogeriatric Clinic,15.5,6,3,4.8
2025-01-08 21:00:00,Memory Clinic,17.9,5,4,4.8
2025-01-08 21:00:00,Mood Disorders,8.9,5,5,3.1
2025-01-08 21:00:00,Psychogeriatric Clinic,3.9,4,5,3.7
2025-01-08 22:00:00,Memory Clinic,2.8,4,5,2.5
2025-01-08 22:00:00,Mood Disorders,6.0,2,5,4.5
2025-01-08 22:00:00,Psychogeriatric Clinic,8.9,4,5,5.0
2025-01-08 23:00:00,Memory Clinic,15.3,0,5,4.0
2025-01-08 23:00:00,Mood Disorders,0.0,0,5,4.1
2025-01-08 23:00:00,Psychogeriatric Clinic,0.0,0,5,4.5
2025-01-09 00:00:00,Memory Clinic,0.0,0,5,4.8
2025-01-09 00:00:00,Mood Disorders,7.5,0,5,5.0
2025-01-09 00:00:00,Psychogeriatric Clinic,6.6,0,5,4.8
2025-01-09 01:00:00,Memory Clinic,1.2,2,5,5.0
2025-01-09 01:00:00,Mood Disorders,0.0,0,1,4.1
2025-01-09 01:00:00,Psychogeriatric Clinic,0.0,2,5,5.0
2025-01-09 02:00:00,Memory Clinic,3.0,1,5,4.8
2025-01-09 02:00:00,Mood Disorders,8.3,2,4,3.7
2025-01-09 02:00:00,Psychogeriatric Clinic,5.6,0,4,5.0
2025-01-09 03:00:00,Memory Clinic,5.9,4,2,5.0
2025-01-09 03:00:00,Mood Disorders,11.9,3,4,1.7
2025-01-09 03:00:00,Psychogeriatric Clinic,0.0,3,4,3.4
2025-01-09 04:00:00,Memory Clinic,17.8,7,5,4.9
2025-01-09 04:00:00,Mood Disorders,19.3,6,4,3.1
2025-01-09 04:00:00,Psychogeriatric Clinic,15.6,6,3,5.0
2025-01-09 05:00:00,Memory Clinic,23.7,6,3,1.8
2025-01-09 05:00:00,Mood Disorders,25.8,8,3,1.6
2025-01-09 05:00:00,Psychogeriatric Clinic,23.4,8,1,3.7
2025-01-09 06:00:00,Memory Clinic,30.1,11,2,1.4
2025-01-09 06:00:00,Mood Disorders,35.3,10,2,2.7
2025-01-09 06:00:00,Psychogeriatric Clinic,30.1,5,3,2.7
2025-01-09 07:00:00,Memory Clinic,45.5,14,2,2.1
2025-01-09 07:00:00,Mood Disorders,40.3,13,1,1.2
2025-01-09 07:00:00,Psychogeriatric Clinic,30.1,18,3,1.9
2025-01-09 08:00:00,Memory Clinic,48.0,16,1,1.9
2025-01-09 08:00:00,Mood Disorders,51.8,15,2,0.0
2025-01-09 08:00:00,Psychogeriatric Clinic,48.1,14,2,2.3
2025-01-09 09:00:00,Memory Clinic,51.0,16,0,0.4
2025-01-09 09:00:00,Mood Disorders,61.3,14,1,1.8
2025-01-09 09:00:00,Psychogeriatric Clinic,52.5,18,2,1.6
2025-01-09 10:00:00,Memory Clinic,58.1,20,0,0.0
2025-01-09 10:00:00,Mood Disorders,53.2,18,1,0.9
2025-01-09 10:00:00,Psychogeriatric Clinic,52.2,17,0,0.0
2025-01-09 11:00:00,Memory Clinic,58.0,24,0,0.0
2025-01-09 11:00:00,Mood Disorders,56.4,20,0,0.0
2025-01-09 11:00:00,Psychogeriatric Clinic,61.0,21,1,0.3
2025-01-09 12:00:00,Memory Clinic,59.4,19,1,0.0
2025-01-09 12:00:00,Mood Disorders,57.3,20,0,0.0
2025-01-09 12:00:00,Psychogeriatric Clinic,68.0,22,0,0.0
2025-01-09 13:00:00,Memory Clinic,57.8,20,0,0.5
2025-01-09 13:00:00,Mood Disorders,69.4,20,0,0.7
2025-01-09 13:00:00,Psychogeriatric Clinic,64.5,19,0,0.0
2025-01-09 14:00:00,Memory Clinic,60.0,22,1,1.9
2025-01-09 14:00:00,Mood Disorders,58.6,19,1,0.0
2025-01-09 14:00:00,Psychogeriatric Clinic,45.8,20,2,1.0
2025-01-09 15:00:00,Memory Clinic,51.9,19,1,0.6
2025-01-09 15:00:00,Mood Disorders,50.7,15,0,1.8
2025-01-09 15:00:00,Psychogeriatric Clinic,51.6,16,1,0.0
2025-01-09 16:00:00,Memory Clinic,47.9,17,0,0.2
2025-01-09 16:00:00,Mood Disorders,45.3,18,3,2.8
2025-01-09 16:00:00,Psychogeriatric Clinic,46.4,15,1,1.6
2025-01-09 17:00:00,Memory Clinic,47.6,11,3,2.0
2025-01-09 17:00:00,Mood Disorders,46.2,12,2,0.4
2025-01-09 17:00:00,Psychogeriatric Clinic,43.8,14,1,2.5
2025-01-09 18:00:00,Memory Clinic,27.7,10,3,2.0
2025-01-09 18:00:00,Mood Disorders,24.4,8,1,1.5
2025-01-09 18:00:00,Psychogeriatric Clinic,38.4,10,4,2.8
2025-01-09 19:00:00,Memory Clinic,17.8,9,4,2.8
2025-01-09 19:00:00,Mood Disorders,18.3,4,3,1.6
2025-01-09 19:00:00,Psychogeriatric Clinic,18.1,6,3,2.8
2025-01-09 20:00:00,Memory Clinic,6.6,4,5,3.2
2025-01-09 20:00:00,Mood Disorders,11.9,6,4,2.9
2025-01-09 20:00:00,Psychogeriatric Clinic,13.3,0,3,3.7
2025-01-09 21:00:00,Memory Clinic,6.6,5,5,3.9
2025-01-09 21:00:00,Mood Disorders,11.9,6,4,3.4
2025-01-09 21:00:00,Psychogeriatric Clinic,17.8,6,5,5.0
2025-01-09 22:00:00,Memory Clinic,2.7,2,5,4.5
2025-01-09 22:00:00,Mood Disorders,9.6,2,5,5.0
2025-01-09 22:00:00,Psychogeriatric Clinic,4.1,4,4,5.0
2025-01-09 23:00:00,Memory Clinic,0.0,0,5,4.7
2025-01-09 23:00:00,Mood Disorders,3.1,0,3,5.0
2025-01-09 23:00:00,Psychogeriatric Clinic,2.9,1,5,5.0
2025-01-10 00:00:00,Memory Clinic,0.0,0,4,4.9
2025-01-10 00:00:00,Mood Disorders,1.8,0,5,5.0
2025-01-10 00:00:00,Psychogeriatric Clinic,0.0,0,5,5.0
2025-01-10 01:00:00,Memory Clinic,0.0,0,5,4.6
2025-01-10 01:00:00,Mood Disorders,0.9,0,5,5.0
2025-01-10 01:00:00,Psychogeriatric Clinic,0.0,2,4,3.8
2025-01-10 02:00:00,Memory Clinic,0.0,0,4,4.3
2025-01-10 02:00:00,Mood Disorders,0.0,1,4,5.0
2025-01-10 02:00:00,Psychogeriatric Clinic,9.8,3,4,3.9
2025-01-10 03:00:00,Memory Clinic,7.7,6,4,2.6
2025-01-10 03:00:00,Mood Disorders,15.0,4,5,4.4
2025-01-10 03:00:00,Psychogeriatric Clinic,11.7,5,3,5.0
2025-01-10 04:00:00,Memory Clinic,16.7,5,5,3.2
2025-01-10 04:00:00,Mood Disorders,16.0,7,2,4.7
2025-01-10 04:00:00,Psychogeriatric Clinic,18.4,6,5,2.8
2025-01-10 05:00:00,Memory Clinic,20.1,6,3,3.4
2025-01-10 05:00:00,Mood Disorders,23.4,10,2,1.5
2025-01-10 05:00:00,Psychogeriatric Clinic,23.0,7,1,3.5
2025-01-10 06:00:00,Memory Clinic,29.3,10,1,2.7
2025-01-10 06:00:00,Mood Disorders,30.3,12,1,3.5
2025-01-10 06:00:00,Psychogeriatric Clinic,30.1,10,4,2.3
2025-01-10 07:00:00,Memory Clinic,50.2,17,2,0.1
2025-01-10 07:00:00,Mood Disorders,36.8,16,0,1.9
2025-01-10 07:00:00,Psychogeriatric Clinic,34.7,12,3,2.4
2025-01-10 08:00:00,Memory Clinic,37.2,14,3,1.9
2025-01-10 08:00:00,Mood Disorders,42.1,13,2,0.0
2025-01-10 08:00:00,Psychogeriatric Clinic,45.4,16,0,1.2
2025-01-10 09:00:00,Memory Clinic,47.8,20,0,0.0
2025-01-10 09:00:00,Mood Disorders,48.8,18,0,1.2
2025-01-10 09:00:00,Psychogeriatric Clinic,47.2,16,1,1.3
2025-01-10 10:00:00,Memory Clinic,56.5,16,0,0.4
2025-01-10 10:00:00,Mood Disorders,54.9,18,0,2.0
2025-01-10 10:00:00,Psychogeriatric Clinic,55.6,19,0,0.5
2025-01-10 11:00:00,Memory Clinic,55.9,19,0,0.4
2025-01-10 11:00:00,Mood Disorders,53.8,18,0,0.0
2025-01-10 11:00:00,Psychogeriatric Clinic,65.0,20,0,0.6
2025-01-10 12:00:00,Memory Clinic,60.5,21,0,1.0
2025-01-10 12:00:00,Mood Disorders,60.4,23,0,0.0
2025-01-10 12:00:00,Psychogeriatric Clinic,57.5,21,0,0.0
2025-01-10 13:00:00,Memory Clinic,66.1,22,2,0.0
2025-01-10 13:00:00,Mood Disorders,57.9,21,1,0.0
2025-01-10 13:00:00,Psychogeriatric Clinic,62.0,19,0,1.0
2025-01-10 14:00:00,Memory Clinic,58.7,19,0,0.0
2025-01-10 14:00:00,Mood Disorders,61.5,19,1,0.0
2025-01-10 14:00:00,Psychogeriatric Clinic,59.1,20,0,2.7
2025-01-10 15:00:00,Memory Clinic,44.3,17,1,0.5
2025-01-10 15:00:00,Mood Disorders,43.8,16,1,1.6
2025-01-10 15:00:00,Psychogeriatric Clinic,43.7,17,1,0.0
2025-01-10 16:00:00,Memory Clinic,51.0,15,1,1.6
2025-01-10 16:00:00,Mood Disorders,45.2,16,0,0.4
2025-01-10 16:00:00,Psychogeriatric Clinic,48.8,14,0,2.0
2025-01-10 17:00:00,Memory Clinic,37.1,13,3,2.3
2025-01-10 17:00:00,Mood Disorders,38.2,12,3,2.5
2025-01-10 17:00:00,Psychogeriatric Clinic,32.4,14,3,0.7
2025-01-10 18:00:00,Memory Clinic,28.2,10,2,1.9
2025-01-10 18:00:00,Mood Disorders,27.6,10,1,2.9
2025-01-10 18:00:00,Psychogeriatric Clinic,28.9,8,4,1.1
2025-01-10 19:00:00,Memory Clinic,18.4,7,2,3.8
2025-01-10 19:00:00,Mood Disorders,21.2,13,3,2.8
2025-01-10 19:00:00,Psychogeriatric Clinic,25.4,9,1,5.0
2025-01-10 20:00:00,Memory Clinic,23.3,6,5,4.0
2025-01-10 20:00:00,Mood Disorders,22.0,6,2,4.0
2025-01-10 20:00:00,Psychogeriatric Clinic,23.7,7,4,4.0
2025-01-10 21:00:00,Memory Clinic,7.8,4,3,4.8
2025-01-10 21:00:00,Mood Disorders,2.1,4,4,5.0
2025-01-10 21:00:00,Psychogeriatric Clinic,8.0,1,3,4.7
2025-01-10 22:00:00,Memory Clinic,9.8,0,5,5.0
2025-01-10 22:00:00,Mood Disorders,5.8,0,4,5.0
2025-01-10 22:00:00,Psychogeriatric Clinic,2.9,0,5,4.1
2025-01-10 23:00:00,Memory Clinic,2.1,3,5,3.6
2025-01-10 23:00:00,Mood Disorders,6.0,1,5,5.0
2025-01-10 23:00:00,Psychogeriatric Clinic,0.0,0,5,3.1
2025-01-11 00:00:00,Memory Clinic,7.8,0,5,5.0
2025-01-11 00:00:00,Mood Disorders,0.0,2,5,5.0
2025-01-11 00:00:00,Psychogeriatric Clinic,1.7,2,5,4.2
2025-01-11 01:00:00,Memory Clinic,3.7,0,5,5.0
2025-01-11 01:00:00,Mood Disorders,0.0,0,4,5.0
2025-01-11 01:00:00,Psychogeriatric Clinic,4.5,0,5,5.0
2025-01-11 02:00:00,Memory Clinic,2.3,1,5,3.5
2025-01-11 02:00:00,Mood Disorders,0.0,1,4,4.6
2025-01-11 02:00:00,Psychogeriatric Clinic,0.0,1,4,4.8
2025-01-11 03:00:00,Memory Clinic,6.0,3,4,3.6
2025-01-11 03:00:00,Mood Disorders,5.1,5,4,3.0
2025-01-11 03:00:00,Psychogeriatric Clinic,9.8,4,3,3.6
2025-01-11 04:00:00,Memory Clinic,12.5,2,3,4.9
2025-01-11 04:00:00,Mood Disorders,18.4,6,5,4.5
2025-01-11 04:00:00,Psychogeriatric Clinic,19.6,6,3,3.4
2025-01-11 05:00:00,Memory Clinic,19.4,9,3,3.3
2025-01-11 05:00:00,Mood Disorders,24.8,6,3,3.2
2025-01-11 05:00:00,Psychogeriatric Clinic,21.5,10,4,2.0
2025-01-11 06:00:00,Memory Clinic,35.2,10,1,0.8
2025-01-11 06:00:00,Mood Disorders,28.4,8,4,2.5
2025-01-11 06:00:00,Psychogeriatric Clinic,33.8,10,3,3.4
2025-01-11 07:00:00,Memory Clinic,35.1,11,3,2.5
2025-01-11 07:00:00,Mood Disorders,37.3,13,3,1.6
2025-01-11 07:00:00,Psychogeriatric Clinic,33.6,11,3,1.1
2025-01-11 08:00:00,Memory Clinic,43.0,15,0,2.0
2025-01-11 08:00:00,Mood Disorders,43.9,16,1,1.3
2025-01-11 08:00:00,Psychogeriatric Clinic,44.2,15,0,0.2
2025-01-11 09:00:00,Memory Clinic,49.1,17,1,1.2
2025-01-11 09:00:00,Mood Disorders,48.6,22,2,0.4
2025-01-11 09:00:00,Psychogeriatric Clinic,41.1,20,0,0.0
2025-01-11 10:00:00,Memory Clinic,60.5,18,0,0.9
2025-01-11 10:00:00,Mood Disorders,57.3,20,0,1.7
2025-01-11 10:00:00,Psychogeriatric Clinic,56.5,18,0,0.8
2025-01-11 11:00:00,Memory Clinic,59.6,22,0,0.0
2025-01-11 11:00:00,Mood Disorders,60.0,21,1,0.0
2025-01-11 11:00:00,Psychogeriatric Clinic,63.9,18,0,0.8
2025-01-11 12:00:00,Memory Clinic,63.5,20,0,3.0
2025-01-11 12:00:00,Mood Disorders,56.9,19,0,0.0
2025-01-11 12:00:00,Psychogeriatric Clinic,75.8,20,0,2.3
2025-01-11 13:00:00,Memory Clinic,68.0,19,1,2.2
2025-01-11 13:00:00,Mood Disorders,52.3,20,0,0.0
2025-01-11 13:00:00,Psychogeriatric Clinic,52.4,20,0,0.8
2025-01-11 14:00:00,Memory Clinic,62.4,20,1,1.2
2025-01-11 14:00:00,Mood Disorders,58.0,22,1,0.0
2025-01-11 14:00:00,Psychogeriatric Clinic,53.2,20,1,0.0
2025-01-11 15:00:00,Memory Clinic,48.7,17,2,0.8
2025-01-11 15:00:00,Mood Disorders,56.1,21,1,1.1
2025-01-11 15:00:00,Psychogeriatric Clinic,54.7,14,1,0.0
2025-01-11 16:00:00,Memory Clinic,43.6,13,0,0.9
2025-01-11 16:00:00,Mood Disorders,44.8,17,1,2.9
2025-01-11 16:00:00,Psychogeriatric Clinic,36.4,15,2,2.5
2025-01-11 17:00:00,Memory Clinic,32.0,17,3,1.2
2025-01-11 17:00:00,Mood Disorders,35.5,14,1,4.0
2025-01-11 17:00:00,Psychogeriatric Clinic,27.8,13,1,0.9
2025-01-11 18:00:00,Memory Clinic,33.2,13,4,2.2
2025-01-11 18:00:00,Mood Disorders,29.3,8,3,0.7
2025-01-11 18:00:00,Psychogeriatric Clinic,27.2,7,3,1.1
2025-01-11 19:00:00,Memory Clinic,19.0,10,5,0.4
2025-01-11 19:00:00,Mood Disorders,22.8,8,2,2.5
2025-01-11 19:00:00,Psychogeriatric Clinic,30.3,8,2,2.4
2025-01-11 20:00:00,Memory Clinic,13.0,9,4,2.3
2025-01-11 20:00:00,Mood Disorders,15.4,10,5,5.0
2025-01-11 20:00:00,Psychogeriatric Clinic,22.1,1,4,5.0
2025-01-11 21:00:00,Memory Clinic,0.7,4,3,2.0
2025-01-11 21:00:00,Mood Disorders,8.2,3,4,2.4
2025-01-11 21:00:00,Psychogeriatric Clinic,14.4,2,4,2.1
2025-01-11 22:00:00,Memory Clinic,3.5,1,5,5.0
2025-01-11 22:00:00,Mood Disorders,1.3,0,4,5.0
2025-01-11 22:00:00,Psychogeriatric Clinic,4.2,0,5,3.5
2025-01-11 23:00:00,Memory Clinic,2.2,0,5,5.0
2025-01-11 23:00:00,Mood Disorders,1.3,1,5,5.0
2025-01-11 23:00:00,Psychogeriatric Clinic,4.5,3,5,5.0
2025-01-12 00:00:00,Memory Clinic,0.0,0,4,4.1
2025-01-12 00:00:00,Mood Disorders,0.0,0,5,4.2
2025-01-12 00:00:00,Psychogeriatric Clinic,1.7,1,5,5.0
2025-01-12 01:00:00,Memory Clinic,15.9,0,4,5.0
2025-01-12 01:00:00,Mood Disorders,0.0,0,5,4.3
2025-01-12 01:00:00,Psychogeriatric Clinic,0.0,0,5,3.2
2025-01-12 02:00:00,Memory Clinic,5.1,0,5,4.7
2025-01-12 02:00:00,Mood Disorders,0.0,4,4,4.0
2025-01-12 02:00:00,Psychogeriatric Clinic,6.0,0,5,3.5
2025-01-12 03:00:00,Memory Clinic,1.9,6,5,3.4
2025-01-12 03:00:00,Mood Disorders,9.8,7,5,5.0
